Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
152,13.0,0.0,0.0,1726.0,7.0,516.0,63467.0,0.0,451.5,0.0,0.0,11239.243318796158,,,,,,,,,,,,,,,,,,,,,185.8651389105458,100.93368026074229,355.94953786001827,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,13.0,0.0,0.0,2063.0,8.0,337.0,63804.0,0.0,268.106,0.0,0.0,11262.490664243698,,,,,,,,,,,,,,,,,,,,,123.19015741414648,65.59468133976428,226.81773468611883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,13.0,0.0,0.0,2582.0,9.0,519.0,64323.0,0.0,419.8000000000005,0.0,0.0,11298.294499874115,,,,,,,,,,,,,,,,,,,,,172.96783761921415,98.02099724661461,330.3600523279554,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,13.0,0.0,0.0,3089.0,10.0,507.0,64830.0,0.0,356.8000000000011,0.0,0.0,11332.896981954575,,,,,,,,,,,,,,,,,,,,,138.00894220630457,91.23849149728517,287.1165828842879,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,13.0,0.0,0.0,3415.0,11.0,326.0,65156.0,0.0,281.9040000000001,0.0,0.0,11355.700569868088,,,,,,,,,,,,,,,,,,,,,118.4402819662814,74.55646026379218,243.5360040830756,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,13.0,0.0,0.0,3901.0,12.0,486.0,65642.0,0.0,386.9000000000001,0.0,0.0,11388.959341526031,,,,,,,,,,,,,,,,,,,,,163.04455851344255,85.98417755039722,307.96831287534275,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,13.0,0.0,0.0,4421.0,13.0,520.0,66162.0,0.0,435.29999999999995,0.0,0.0,11424.953211545944,,,,,,,,,,,,,,,,,,,,,183.3326196997084,98.88231886783184,340.3073451012524,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,14.0,0.0,0.0,0.0,0.0,497.0,66659.0,0.0,395.6199999999998,0.0,0.0,11907.018609046936,,,,,,,,,14.898859,1.4885508,18.526281,13.552532,,,,,184.97554,108.16901,605.6507,29.759806,158.3951177543015,95.6883275914087,317.21484131742943,0.1,0.29283586,0.0,0.29283586,0.29283586,-2.167169791866918e-17,1.0,6.365468354014607,-6.837871114154661,270.95502,39.690884,332.4417,21.117683,14.930582,1.4466282,18.444448,13.61393,-0.028452804,0.043171432,0.08571497,-0.058474064,267.04904099619836,58.49560846108078,322.01012877651453,0.0009999999999976694,0.39509442,0.0,0.39509442,0.39509442,1.2064552,3.9312487,536.4885,1.0011639e-08,1.0008267,0.12550485,1.2,0.8
160,14.0,0.0,0.0,522.0,1.0,522.0,67181.0,0.0,445.0,0.0,0.0,11976.954949855804,,,,,,,,,,,,,,,,,,,,,192.96103713491053,97.729914049457,344.6189575731497,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,14.0,0.0,0.0,832.0,2.0,310.0,67491.0,0.0,234.00799999999992,0.0,0.0,11998.650843143463,,,,,,,,,,,,,,,,,,,,,99.20866154305251,65.02640055025107,203.45677169334732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,14.0,0.0,0.0,1343.0,3.0,511.0,68002.0,0.0,415.7000000000005,0.0,0.0,12033.558146953583,,,,,,,,,,,,,,,,,,,,,174.56952257070412,92.135074372465,326.8217957621324,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,14.0,0.0,0.0,1833.0,4.0,490.0,68492.0,0.0,398.3000000000002,0.0,0.0,12067.444988250732,,,,,,,,,,,,,,,,,,,,,163.23979743875321,93.47308651964465,318.63113038539615,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,14.0,0.0,0.0,2355.0,5.0,522.0,69014.0,0.0,386.80000000000007,0.0,0.0,12103.21386384964,,,,,,,,,,,,,,,,,,,,,167.75048187787985,89.58066312912634,299.5337822419889,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,14.0,0.0,0.0,2856.0,6.0,501.0,69515.0,0.0,403.0,0.0,0.0,12137.654931545258,,,,,,,,,,,,,,,,,,,,,163.01821427047048,90.74507065732423,321.6495241746687,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,14.0,0.0,0.0,3375.0,7.0,519.0,70034.0,0.0,434.0,0.0,0.0,12173.276480674744,,,,,,,,,,,,,,,,,,,,,181.63264861665934,93.98301791022493,340.0727280960497,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,14.0,0.0,0.0,3878.0,8.0,503.0,70537.0,0.0,435.5,0.0,0.0,12207.971323728561,,,,,,,,,,,,,,,,,,,,,184.58745768713388,97.97720088315742,342.9955042876592,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,14.0,0.0,0.0,4390.0,9.0,512.0,71049.0,0.0,423.4000000000003,0.0,0.0,12243.319395065308,,,,,,,,,,,,,,,,,,,,,181.14455974097058,93.7460606338449,330.9849703830059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,15.0,0.0,0.0,0.0,0.0,538.0,71587.0,0.0,422.79999999999995,0.0,0.0,12862.508201360703,,,,,,,,,14.285715,1.0578763,16.57788,13.097993,,,,,217.06895,133.5618,632.56415,27.262115,189.94741687661147,98.34415403622023,324.0691067995273,1.0,0.2634961,0.0,0.2634961,0.2634961,-8.651088503572648e-18,1.0,5.610492479398225,-7.384787190145706,284.5709,33.5514,329.87808,11.826506,14.316716,1.030437,16.536192,13.150519,-0.028054094,0.028791454,0.04537931,-0.04989091,283.1034112764598,50.377450501858235,334.6713188781184,0.0009999999999976694,0.34260964,0.0,0.34260964,0.34260964,1.1792727,1.8339221,102.52493,1.1252288e-08,1.0048922,0.11987755,1.2,0.8
170,15.0,0.0,0.0,533.0,1.0,533.0,72120.0,0.0,422.40000000000043,0.0,0.0,12918.403262853622,,,,,,,,,,,,,,,,,,,,,176.03176425082518,91.29717929313149,328.9039736279381,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,15.0,0.0,0.0,557.0,2.0,24.0,72144.0,0.0,10.704999999999995,0.0,0.0,12920.391080617905,,,,,,,,,,,,,,,,,,,,,2.8349699643294954,3.4046871075212617,10.647608329185278,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,15.0,0.0,0.0,622.0,3.0,65.0,72209.0,0.0,33.01099999999999,0.0,0.0,12925.330426454544,,,,,,,,,,,,,,,,,,,,,11.148641375480356,10.277265583425716,32.318656967561346,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,15.0,0.0,0.0,1111.0,4.0,489.0,72698.0,0.0,385.1,0.0,0.0,12958.957094669342,,,,,,,,,,,,,,,,,,,,,167.39248118578493,86.30211005549826,303.5486253254769,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,15.0,0.0,0.0,1631.0,5.0,520.0,73218.0,0.0,441.0,0.0,0.0,12994.570168733597,,,,,,,,,,,,,,,,,,,,,188.11814749967996,96.60764793844555,343.5220853855518,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,15.0,0.0,0.0,2159.0,6.0,528.0,73746.0,0.0,447.0,0.0,0.0,13030.947012424469,,,,,,,,,,,,,,,,,,,,,187.64876654792153,95.86650549000552,348.2697209836808,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,15.0,0.0,0.0,2684.0,7.0,525.0,74271.0,0.0,423.5,0.0,0.0,13066.895164012909,,,,,,,,,,,,,,,,,,,,,174.9708428315321,92.1998566367952,331.97227979323856,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,15.0,0.0,0.0,3195.0,8.0,511.0,74782.0,0.0,391.7120000000001,0.0,0.0,13102.261057138443,,,,,,,,,,,,,,,,,,,,,154.17763041823548,91.64542257081483,313.2404713276092,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,15.0,0.0,0.0,3746.0,9.0,551.0,75333.0,0.0,477.0,0.0,0.0,13140.121189594269,,,,,,,,,,,,,,,,,,,,,203.32655707234866,105.62571755535424,365.3323994525882,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,15.0,0.0,0.0,4261.0,10.0,515.0,75848.0,0.0,427.19999999999993,0.0,0.0,13175.4842710495,,,,,,,,,,,,,,,,,,,,,179.8525349282618,95.6182160566734,334.9108553673124,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,15.0,0.0,0.0,4637.0,11.0,376.0,76224.0,0.0,280.20799999999997,0.0,0.0,13201.452259778976,,,,,,,,,,,,,,,,,,,,,117.56942897561802,70.80350574469765,236.2381328380057,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,16.0,0.0,0.0,499.0,1.0,499.0,76723.0,0.0,422.4,0.0,0.0,13813.49986243248,,,,,,,,,,,,,,,,,,,,,178.83308326862178,92.02951482208753,333.4957872361939,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,16.0,0.0,0.0,1000.0,2.0,501.0,77224.0,0.0,385.3000000000002,0.0,0.0,13847.864584445953,,,,,,,,,,,,,,,,,,,,,162.33367827933213,84.2493923886064,304.275102284339,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,16.0,0.0,0.0,1524.0,3.0,524.0,77748.0,0.0,445.5,0.0,0.0,13883.741084814072,,,,,,,,,,,,,,,,,,,,,186.71361285789257,99.71100323670778,348.01007693940335,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,16.0,0.0,0.0,1553.0,4.0,29.0,77777.0,0.0,10.308999999999992,0.0,0.0,13886.043390274048,,,,,,,,,,,,,,,,,,,,,2.2809589043722447,3.098261505256122,10.253105297070277,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,16.0,0.0,0.0,2086.0,5.0,533.0,78310.0,0.0,455.5,0.0,0.0,13922.818943977356,,,,,,,,,,,,,,,,,,,,,189.4656482344558,104.7970765375868,354.86967917020485,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,16.0,0.0,0.0,2598.0,6.0,512.0,78822.0,0.0,430.09999999999997,0.0,0.0,13958.098178386688,,,,,,,,,,,,,,,,,,,,,182.03230384971778,99.37675438472004,337.23669712607057,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,16.0,0.0,0.0,3105.0,7.0,507.0,79329.0,0.0,388.0,0.0,0.0,13992.86639547348,,,,,,,,,,,,,,,,,,,,,157.02787556950062,89.15649777242955,308.6955626489122,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,16.0,0.0,0.0,3644.0,8.0,539.0,79868.0,0.0,417.0,0.0,0.0,14029.801669359207,,,,,,,,,,,,,,,,,,,,,172.00762703111036,93.5072571484099,324.6125015317632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,16.0,0.0,0.0,4142.0,9.0,498.0,80366.0,0.0,428.5,0.0,0.0,14064.06741642952,,,,,,,,,,,,,,,,,,,,,182.7553887947902,94.3535055907263,337.82564202221664,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,16.0,0.0,0.0,4650.0,10.0,508.0,80874.0,0.0,428.5999999999999,0.0,0.0,14099.101021051407,,,,,,,,,,,,,,,,,,,,,190.4700739034815,95.06770508455462,332.1733758328643,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,17.0,0.0,0.0,57.0,1.0,57.0,80931.0,0.0,27.80500000000001,0.0,0.0,14626.96077656746,,,,,,,,,,,,,,,,,,,,,11.196011976916223,7.922522705315187,27.19402133865443,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,17.0,0.0,0.0,573.0,2.0,516.0,81447.0,0.0,404.9000000000001,0.0,0.0,14662.429417133331,,,,,,,,,,,,,,,,,,,,,174.79714926081147,88.48443433912641,315.0196906720936,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,17.0,0.0,0.0,1082.0,3.0,509.0,81956.0,0.0,421.5,0.0,0.0,14697.369517564774,,,,,,,,,,,,,,,,,,,,,179.29430689193586,92.2285927955577,330.5697675595642,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,17.0,0.0,0.0,1586.0,4.0,504.0,82460.0,0.0,425.0,0.0,0.0,14731.756527662277,,,,,,,,,,,,,,,,,,,,,180.3580140903865,95.55403260007549,334.4339948933381,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,17.0,0.0,0.0,2090.0,5.0,504.0,82964.0,0.0,429.5,0.0,0.0,14766.456274271011,,,,,,,,,,,,,,,,,,,,,180.66372368351108,99.69754739938655,338.7842675310411,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,17.0,0.0,0.0,2588.0,6.0,498.0,83462.0,0.0,435.0,0.0,0.0,14800.76196718216,,,,,,,,,,,,,,,,,,,,,184.07226013127507,95.53903834503285,343.67569014476936,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,17.0,0.0,0.0,3122.0,7.0,534.0,83996.0,0.0,442.0,0.0,0.0,14837.717903137207,,,,,,,,,,,,,,,,,,,,,181.09228700748116,96.63607274764604,345.6423610991041,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,17.0,0.0,0.0,3545.0,8.0,423.0,84419.0,0.0,348.40700000000004,0.0,0.0,14866.683743715286,,,,,,,,,,,,,,,,,,,,,146.21819634589642,86.54991040668966,286.8435464921781,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,17.0,0.0,0.0,4049.0,9.0,504.0,84923.0,0.0,385.90700000000004,0.0,0.0,14901.502788543701,,,,,,,,,,,,,,,,,,,,,153.11567334805304,94.14165574222213,309.04574637896013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,17.0,0.0,0.0,4555.0,10.0,506.0,85429.0,0.0,432.4000000000002,0.0,0.0,14936.42254781723,,,,,,,,,,,,,,,,,,,,,187.54666075815328,98.20044281272715,337.8392288852594,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,18.0,0.0,0.0,0.0,0.0,346.0,85775.0,0.0,285.408,0.0,0.0,15530.350113868713,,,,,,,,,14.829796,1.1672493,17.460436,13.483877,,,,,207.98143,119.449265,599.7224,32.934322,127.98704673297033,76.1014194847506,241.36584767807034,0.001,0.21234322,0.0,0.21234322,0.21234322,-5.799165360213019e-18,1.0,6.071193538794257,-7.036528618127807,300.60266,42.811302,345.4295,-1.4225738,14.864347,1.1412946,17.429571,13.540957,-0.032221943,0.026731128,0.033465635,-0.054957453,297.0435612001912,61.444624426646584,347.9911840878248,0.0009999999999976694,0.36262468,0.0,0.36262468,0.36262468,1.1575507,1.9316046,197.63272,1.3911879e-08,1.0018921,0.110839754,1.2,0.8
202,18.0,0.0,0.0,507.0,1.0,507.0,86282.0,0.0,399.90000000000003,0.0,0.0,15576.855504989624,,,,,,,,,,,,,,,,,,,,,165.48377963063098,84.0181919384422,316.3160397670373,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,18.0,0.0,0.0,557.0,2.0,50.0,86332.0,0.0,28.805000000000017,0.0,0.0,15580.551109313965,,,,,,,,,,,,,,,,,,,,,10.253043120505328,8.87101821728902,28.32066851248722,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,18.0,0.0,0.0,1060.0,3.0,503.0,86835.0,0.0,441.5,0.0,0.0,15615.318837165833,,,,,,,,,,,,,,,,,,,,,192.3042392547033,96.8156817973918,345.1160837386227,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,18.0,0.0,0.0,1299.0,4.0,239.0,87074.0,0.0,215.20399999999998,0.0,0.0,15631.849645853043,,,,,,,,,,,,,,,,,,,,,94.93907540534828,58.21736794112251,192.7062672453673,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,18.0,0.0,0.0,1832.0,5.0,533.0,87607.0,0.0,459.0,0.0,0.0,15668.48452615738,,,,,,,,,,,,,,,,,,,,,194.70274325359216,102.27401223937407,355.57901686269787,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,18.0,0.0,0.0,2351.0,6.0,519.0,88126.0,0.0,460.0,0.0,0.0,15704.135958433151,,,,,,,,,,,,,,,,,,,,,196.8383532037585,100.57036269844708,358.1990937810301,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,18.0,0.0,0.0,2443.0,7.0,92.0,88218.0,0.0,68.507,0.0,0.0,15710.718791007996,,,,,,,,,,,,,,,,,,,,,30.905059497256868,21.584550634497916,65.72946399024262,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,18.0,0.0,0.0,2958.0,8.0,515.0,88733.0,0.0,451.70000000000005,0.0,0.0,15746.205716371536,,,,,,,,,,,,,,,,,,,,,191.99567735767465,102.26460261063094,353.17540156235987,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,18.0,0.0,0.0,3455.0,9.0,497.0,89230.0,0.0,398.02300000000014,0.0,0.0,15780.27734208107,,,,,,,,,,,,,,,,,,,,,163.4484998096215,87.40310124990766,317.1062017964147,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,18.0,0.0,0.0,3981.0,10.0,526.0,89756.0,0.0,463.5,0.0,0.0,15816.198570489883,,,,,,,,,,,,,,,,,,,,,194.47492802493113,104.15355968991852,361.5677556145007,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,18.0,0.0,0.0,4299.0,11.0,318.0,90074.0,0.0,270.00700000000006,0.0,0.0,15838.219018220901,,,,,,,,,,,,,,,,,,,,,121.08347779436339,73.6740105584571,231.73418824964213,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,19.0,0.0,0.0,0.0,0.0,281.0,90355.0,0.0,225.40399999999994,0.0,0.0,16374.033113479614,,,,,,,,,17.888195,1.3582126,21.26353,16.615355,,,,,191.56575,115.41465,584.6663,28.21848,100.25186594179992,61.72917866628648,197.43065632668112,0.001,0.22706105,0.0,0.22706105,0.22706105,3.102806706375983e-17,1.0,5.21763986782984,-6.533909365998202,302.44797,50.174503,351.22363,-28.363848,17.920729,1.327255,21.215206,16.671724,-0.029828599,0.031650566,0.051395595,-0.054096784,297.32733758812867,67.90967612429257,351.96277724509224,0.0009999999999976694,0.42130393,0.0,0.42130393,0.42130393,1.1629043,2.6343887,226.84248,1.02955715e-08,0.997731,0.11524622,1.2,0.8
214,19.0,0.0,0.0,542.0,1.0,542.0,90897.0,0.0,405.0999999999997,0.0,0.0,16419.18270254135,,,,,,,,,,,,,,,,,,,,,173.70652344760194,82.90271141318135,311.262326618018,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,19.0,0.0,0.0,568.0,2.0,26.0,90923.0,0.0,13.503999999999996,0.0,0.0,16421.253938436508,,,,,,,,,,,,,,,,,,,,,4.174444701830827,4.299900941617469,13.408873311063466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,19.0,0.0,0.0,928.0,3.0,360.0,91283.0,0.0,256.1079999999995,0.0,0.0,16446.00902032852,,,,,,,,,,,,,,,,,,,,,96.38179202814267,71.74651792670953,221.63218705692572,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,19.0,0.0,0.0,1428.0,4.0,500.0,91783.0,0.0,430.60000000000014,0.0,0.0,16480.217107772827,,,,,,,,,,,,,,,,,,,,,177.6547826195577,100.44018019678714,342.1147234136346,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,19.0,0.0,0.0,1934.0,5.0,506.0,92289.0,0.0,437.5,0.0,0.0,16515.203971624374,,,,,,,,,,,,,,,,,,,,,182.6142262259861,100.39852897448475,345.44264417382465,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,19.0,0.0,0.0,2391.0,6.0,457.0,92746.0,0.0,348.40600000000006,0.0,0.0,16546.523879766464,,,,,,,,,,,,,,,,,,,,,149.11564842310986,83.68526818062556,280.5406893599987,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,19.0,0.0,0.0,2910.0,7.0,519.0,93265.0,0.0,440.0,0.0,0.0,16582.3104493618,,,,,,,,,,,,,,,,,,,,,182.79891783698892,95.77894862420246,345.4728344770798,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,19.0,0.0,0.0,3292.0,8.0,382.0,93647.0,0.0,330.005,0.0,0.0,16608.612772226334,,,,,,,,,,,,,,,,,,,,,144.390229114654,79.59756354807966,275.1230555337358,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,19.0,0.0,0.0,3769.0,9.0,477.0,94124.0,0.0,375.7999999999999,0.0,0.0,16641.451220989227,,,,,,,,,,,,,,,,,,,,,171.06009069048062,84.96161129952404,294.498835576217,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,19.0,0.0,0.0,4288.0,10.0,519.0,94643.0,0.0,429.0,0.0,0.0,16677.193363189697,,,,,,,,,,,,,,,,,,,,,187.88792959915594,96.32420134948867,331.8179825205585,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,20.0,0.0,0.0,0.0,0.0,413.0,95056.0,0.0,298.32000000000005,0.0,0.0,17256.006197690964,,,,,,,,,15.323013,1.5049896,19.00497,13.807788,,,,,199.14839,116.550575,588.0401,34.117733,117.12000880347017,78.45280087928258,250.1996360001671,0.001,0.23320504,0.0,0.23320504,0.23320504,-1.5114714651352907e-17,1.0,7.34812664723491,-7.172144643977839,303.76694,52.52831,357.0658,-27.833506,15.359686,1.4767879,18.963932,13.863973,-0.033922456,0.02917207,0.044387158,-0.05384632,299.62701194488886,68.46051241231132,353.49526218738686,-3.750421911747445,0.39833635,0.0,0.39833635,0.39833635,1.1845249,2.9999921,282.6186,1.0131585e-08,1.0004724,0.117233194,1.2,0.8
225,20.0,0.0,0.0,80.0,1.0,80.0,95136.0,0.0,39.104000000000035,0.0,0.0,17280.03039455414,,,,,,,,,,,,,,,,,,,,,14.050114004415695,10.317320655195482,38.01800888853529,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,20.0,0.0,0.0,624.0,2.0,544.0,95680.0,0.0,461.7,0.0,0.0,17317.274528265,,,,,,,,,,,,,,,,,,,,,196.61257768035603,102.1325481939639,355.0978555974836,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,20.0,0.0,0.0,656.0,3.0,32.0,95712.0,0.0,13.404999999999994,0.0,0.0,17320.049946308136,,,,,,,,,,,,,,,,,,,,,3.737758085871073,4.044802000904216,13.298690431683813,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,20.0,0.0,0.0,689.0,4.0,33.0,95745.0,0.0,11.809999999999992,0.0,0.0,17322.63222169876,,,,,,,,,,,,,,,,,,,,,2.7099543971663933,3.521020660093146,11.732303808702214,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,20.0,0.0,0.0,1159.0,5.0,470.0,96215.0,0.0,403.29999999999984,0.0,0.0,17354.767095565796,,,,,,,,,,,,,,,,,,,,,173.10482658642596,90.45121360886283,322.26299449887813,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,20.0,0.0,0.0,1672.0,6.0,513.0,96728.0,0.0,417.73400000000004,0.0,0.0,17389.99805688858,,,,,,,,,,,,,,,,,,,,,180.8160272324419,87.76305719730368,325.30067870846574,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,20.0,0.0,0.0,2190.0,7.0,518.0,97246.0,0.0,433.5,0.0,0.0,17425.484256267548,,,,,,,,,,,,,,,,,,,,,181.63361789490335,96.89207009321939,339.75353946990975,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,20.0,0.0,0.0,2712.0,8.0,522.0,97768.0,0.0,438.0,0.0,0.0,17461.239410877228,,,,,,,,,,,,,,,,,,,,,187.1040134046748,99.28617864643886,340.6723773801395,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,20.0,0.0,0.0,3226.0,9.0,514.0,98282.0,0.0,412.5,0.0,0.0,17496.362696409225,,,,,,,,,,,,,,,,,,,,,178.22387878633836,88.99406229668399,321.2141404442663,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,20.0,0.0,0.0,3735.0,10.0,509.0,98791.0,0.0,391.5100000000002,0.0,0.0,17531.50685095787,,,,,,,,,,,,,,,,,,,,,165.25070587079048,86.5622439360979,307.7050958075752,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,20.0,0.0,0.0,4223.0,11.0,488.0,99279.0,0.0,393.79999999999984,0.0,0.0,17564.888774871826,,,,,,,,,,,,,,,,,,,,,170.22234891596258,86.49236010819686,311.0425362652756,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,20.0,0.0,0.0,4734.0,12.0,511.0,99790.0,0.0,411.0,0.0,0.0,17599.995700597763,,,,,,,,,,,,,,,,,,,,,178.45795207784727,92.76630055910125,320.12811460282296,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
